StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Intro,1_1,1_2,1_3,2_1,2_2,2_3,3_1,3_2,3_3,4_1,4_2,4_3,5_1,5_2,5_3,6_1,6_2,6_3,7_1,7_2,7_3,8_1,8_2,8_3,9_1,9_2,9_3,10_1,10_2,10_3,11_1,11_2,11_3,12_1,12_2,12_3
2022-05-25 04:19:31,2022-05-25 04:22:47,IP Address,110.225.116.201,100,195,True,2022-05-25 04:22:47,R_2anLOrvWoBbdhFU,,,,,26.1206,91.6523,anonymous,EN,"Assassin's Creed (2007),Assassin's Creed II (2009),Assassin's Creed: Brotherhood (2010),Assassin's Creed: Revelations (2011),Assassin's Creed III (2012),Assassin's Creed IV: Black Flag (2013),Assassin's Creed: Rogue (2014),Assassin's Creed: Unity (2014),Assassin's Creed: Syndicate (2015),Assassin's Creed: Origins (2017),Assassin's Creed: Odyssey (2018),Assassin's Creed: Valhalla (2020)",5,5,5,7,7,7,8,8,8,7,8,6,8,8,5,10,9,10,8,9,8,8,10,9,7,9,9,9,8,8,8,8,9,1,4,6
2022-05-25 04:19:51,2022-05-25 04:24:30,IP Address,83.219.216.208,100,279,True,2022-05-25 04:24:31,R_2wa95URr64hkLGh,,,,,63.1782,14.6269,anonymous,EN,"Assassin's Creed II (2009),Assassin's Creed: Brotherhood (2010),Assassin's Creed: Revelations (2011),Assassin's Creed III (2012),Assassin's Creed IV: Black Flag (2013),Assassin's Creed: Rogue (2014),Assassin's Creed: Unity (2014),Assassin's Creed: Syndicate (2015),Assassin's Creed: Origins (2017),Assassin's Creed: Odyssey (2018)",,,,5,5,5,7,7,7,5,4,5,8,5,7,7,6,8,6,6,8,7,8,8,5,7,8,8,7,8,7,7,8,,,
2022-05-25 04:21:06,2022-05-25 04:24:59,IP Address,188.193.38.181,100,232,True,2022-05-25 04:25:00,R_3ht4ceurqYGbHWm,,,,,48.1084,11.6102,anonymous,EN,"Assassin's Creed (2007),Assassin's Creed II (2009),Assassin's Creed: Brotherhood (2010),Assassin's Creed: Revelations (2011),Assassin's Creed III (2012),Assassin's Creed IV: Black Flag (2013),Assassin's Creed: Rogue (2014),Assassin's Creed: Unity (2014),Assassin's Creed: Syndicate (2015),Assassin's Creed: Origins (2017),Assassin's Creed: Odyssey (2018),Assassin's Creed: Valhalla (2020)",9,7,8,10,9,10,10,10,10,10,9,10,6,7,6,8,8,8,5,7,6,8,9,8,6,5,6,8,8,8,2,5,4,6,7,6
2022-05-25 04:34:55,2022-05-25 04:35:15,IP Address,151.210.174.166,100,20,True,2022-05-25 04:35:16,R_3h6dFPCmD1C7UaU,,,,,-43.5379,172.6151,anonymous,EN,Assassin's Creed: Origins (2017),,,,,,,,,,,,,,,,,,,,,,,,,,,,7,8,10,,,,,,
2022-05-25 05:01:57,2022-05-25 05:02:20,IP Address,174.216.2.171,100,23,True,2022-05-25 05:02:21,R_enyqxMLw0Pd4Arn,,,,,35.2296,-80.843,anonymous,EN,Assassin's Creed IV: Black Flag (2013),,,,,,,,,,,,,,,,7,9,10,,,,,,,,,,,,,,,,,,
2022-05-25 05:02:45,2022-05-25 05:03:14,IP Address,92.177.252.145,100,28,True,2022-05-25 05:03:14,R_32ShumhgKZt80VD,,,,,36.8316,-2.4646,anonymous,EN,Assassin's Creed: Unity (2014),,,,,,,,,,,,,,,,,,,,,,7,10,10,,,,,,,,,,,,
2022-05-25 05:04:16,2022-05-25 05:04:32,IP Address,201.146.7.174,100,15,True,2022-05-25 05:04:32,R_3Dnfgp2oQDzygfW,,,,,31.6763,-106.3974,anonymous,EN,Assassin's Creed: Brotherhood (2010),,,,,,,8,7,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-25 05:11:07,2022-05-25 05:11:23,IP Address,86.21.214.206,100,16,True,2022-05-25 05:11:23,R_3LcpIAAOePdBwBD,,,,,51.3577,0.1291,anonymous,EN,Assassin's Creed: Odyssey (2018),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,10,,,
2022-05-25 05:11:27,2022-05-25 05:11:40,IP Address,86.21.214.206,100,13,True,2022-05-25 05:11:40,R_1cY2w0EbpjYbuv6,,,,,51.3577,0.1291,anonymous,EN,"Assassin's Creed: Brotherhood (2010),Assassin's Creed IV: Black Flag (2013)",,,,,,,10,10,10,,,,,,,10,10,10,,,,,,,,,,,,,,,,,,
2022-05-25 05:13:23,2022-05-25 05:13:50,IP Address,47.205.157.180,100,27,True,2022-05-25 05:13:50,R_3noTwl2oFDC0YIB,,,,,27.4067,-82.5314,anonymous,EN,Assassin's Creed IV: Black Flag (2013),,,,,,,,,,,,,,,,8,8,8,,,,,,,,,,,,,,,,,,
2022-05-25 05:14:26,2022-05-25 05:14:51,IP Address,73.125.85.248,100,24,True,2022-05-25 05:14:51,R_5pR8cFBzazNXMEV,,,,,26.2281,-80.1648,anonymous,EN,Assassin's Creed: Brotherhood (2010),,,,,,,7,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-25 05:15:42,2022-05-25 05:18:05,IP Address,80.215.110.111,100,142,True,2022-05-25 05:18:05,R_3kwbaUoAeIhTwML,,,,,48.8323,2.4075,anonymous,EN,"Assassin's Creed (2007),Assassin's Creed II (2009),Assassin's Creed: Brotherhood (2010),Assassin's Creed: Revelations (2011),Assassin's Creed III (2012),Assassin's Creed IV: Black Flag (2013),Assassin's Creed: Rogue (2014),Assassin's Creed: Unity (2014),Assassin's Creed: Syndicate (2015),Assassin's Creed: Origins (2017),Assassin's Creed: Odyssey (2018),Assassin's Creed: Valhalla (2020)",8,4,6,8,8,8,8,7,7,7,8,7,8,6,7,10,10,10,9,10,9,9,9,9,9,9,9,10,9,9,10,9,9,10,8,9
2022-05-25 05:17:11,2022-05-25 05:19:29,IP Address,104.28.130.5,100,138,True,2022-05-25 05:19:30,R_PCEErZDTewI0w13,,,,,48.1936,16.3726,anonymous,EN,"Assassin's Creed III (2012),Assassin's Creed IV: Black Flag (2013),Assassin's Creed: Unity (2014),Assassin's Creed: Syndicate (2015),Assassin's Creed: Origins (2017),Assassin's Creed: Odyssey (2018)",,,,,,,,,,,,,6,5,6,8,10,9,,,,9,9,8,7,7,7,9,10,10,10,10,4,,,
2022-05-25 05:18:34,2022-05-25 05:22:00,IP Address,188.207.72.0,100,205,True,2022-05-25 05:22:00,R_4SCqtrk1CEnbLYB,,,,,52.095,5.0099,anonymous,EN,"Assassin's Creed (2007),Assassin's Creed II (2009),Assassin's Creed: Brotherhood (2010),Assassin's Creed: Revelations (2011),Assassin's Creed III (2012),Assassin's Creed IV: Black Flag (2013),Assassin's Creed: Rogue (2014),Assassin's Creed: Unity (2014),Assassin's Creed: Syndicate (2015),Assassin's Creed: Origins (2017),Assassin's Creed: Odyssey (2018),Assassin's Creed: Valhalla (2020)",10,6,7,9,7,8,7,8,7,7,7,7,7,9,8,9,10,9,7,7,7,8,10,9,7,8,8,8,8,8,6,7,7,5,6,6
2022-05-25 05:22:59,2022-05-25 05:23:23,IP Address,173.70.82.207,100,24,True,2022-05-25 05:23:23,R_1pETi9mC9J7r0gr,,,,,40.9238,-73.9989,anonymous,EN,Assassin's Creed: Unity (2014),,,,,,,,,,,,,,,,,,,,,,4,9,8,,,,,,,,,,,,
2022-05-25 05:26:20,2022-05-25 05:26:31,IP Address,89.144.194.130,100,11,True,2022-05-25 05:26:32,R_25sT3Lp1vhJJpBE,,,,,48.217,16.3944,anonymous,EN,Assassin's Creed: Origins (2017),,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,10,,,,,,
2022-05-25 05:26:46,2022-05-25 05:27:07,IP Address,109.175.102.90,100,21,True,2022-05-25 05:27:08,R_3m4uHMDoVHJoPIh,,,,,43.847,18.3856,anonymous,EN,Assassin's Creed: Unity (2014),,,,,,,,,,,,,,,,,,,,,,10,8,10,,,,,,,,,,,,
2022-05-25 05:31:32,2022-05-25 05:35:27,IP Address,107.77.208.96,100,234,True,2022-05-25 05:35:27,R_9sP6uQ0xDJPtRMB,,,,,41.8764,-87.6133,anonymous,EN,"Assassin's Creed (2007),Assassin's Creed II (2009),Assassin's Creed: Brotherhood (2010),Assassin's Creed: Revelations (2011),Assassin's Creed III (2012),Assassin's Creed IV: Black Flag (2013),Assassin's Creed: Unity (2014),Assassin's Creed: Syndicate (2015),Assassin's Creed: Origins (2017),Assassin's Creed: Odyssey (2018),Assassin's Creed: Valhalla (2020)",8,7,10,9,8,10,8,9,10,7,7,7,8,8,9,6,7,8,,,,7,8,8,6,8,8,8,9,9,7,8,8,7,6,6
2022-05-25 05:39:51,2022-05-25 05:40:03,IP Address,70.81.230.59,100,12,True,2022-05-25 05:40:03,R_3eqQbw7mX94dupc,,,,,45.5403,-73.5955,anonymous,EN,Assassin's Creed IV: Black Flag (2013),,,,,,,,,,,,,,,,10,8,9,,,,,,,,,,,,,,,,,,
2022-05-25 05:43:55,2022-05-25 05:45:59,IP Address,93.137.242.169,100,123,True,2022-05-25 05:46:00,R_1IlO8D52CfyQ6cY,,,,,45.4362,17.1898,anonymous,EN,"Assassin's Creed (2007),Assassin's Creed II (2009),Assassin's Creed: Brotherhood (2010),Assassin's Creed: Revelations (2011),Assassin's Creed III (2012),Assassin's Creed IV: Black Flag (2013),Assassin's Creed: Unity (2014),Assassin's Creed: Syndicate (2015),Assassin's Creed: Origins (2017),Assassin's Creed: Odyssey (2018),Assassin's Creed: Valhalla (2020)",8,4,6,9,6,8,8,6,7,10,7,9,6,7,6,8,10,9,,,,7,10,8,5,8,7,9,10,10,7,9,9,7,9,8
2022-05-25 05:49:01,2022-05-25 05:49:36,IP Address,172.58.137.233,100,35,True,2022-05-25 05:49:37,R_1QbDMlbrpYmuLEE,,,,,43.067,-87.9682,anonymous,EN,Assassin's Creed: Brotherhood (2010),,,,,,,9,8,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-25 06:02:33,2022-05-25 06:04:10,IP Address,49.36.182.62,100,96,True,2022-05-25 06:04:10,R_3LjSzZq884fkMsl,,,,,28.6542,77.2373,anonymous,EN,"Assassin's Creed (2007),Assassin's Creed II (2009),Assassin's Creed: Brotherhood (2010),Assassin's Creed: Revelations (2011),Assassin's Creed III (2012),Assassin's Creed IV: Black Flag (2013),Assassin's Creed: Rogue (2014)",9,8,10,6,9,9,6,9,10,6,9,8,6,8,10,8,8,9,5,8,7,,,,,,,,,,,,,,,
2022-05-25 06:09:32,2022-05-25 06:09:47,IP Address,66.102.95.85,100,14,True,2022-05-25 06:09:47,R_3nobJYReLRdVNi4,,,,,48.4574,-123.3436,anonymous,EN,Assassin's Creed: Origins (2017),,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,10,,,,,,
2022-05-25 06:20:25,2022-05-25 06:20:45,IP Address,109.240.1.250,100,20,True,2022-05-25 06:20:46,R_QhqIqKAZKAlSRax,,,,,61.4966,23.7831,anonymous,EN,Assassin's Creed: Origins (2017),,,,,,,,,,,,,,,,,,,,,,,,,,,,9,7,9,,,,,,
2022-05-25 06:32:03,2022-05-25 06:32:22,IP Address,86.140.200.20,100,19,True,2022-05-25 06:32:23,R_301zBJjrTrha81J,,,,,50.8253,-0.3719,anonymous,EN,Assassin's Creed: Origins (2017),,,,,,,,,,,,,,,,,,,,,,,,,,,,9,7,9,,,,,,
2022-05-25 06:30:24,2022-05-25 06:32:50,IP Address,145.97.153.243,100,146,True,2022-05-25 06:32:51,R_ZpzTNf1pOIxyenT,,,,,53.2222,6.5664,anonymous,EN,"Assassin's Creed (2007),Assassin's Creed II (2009),Assassin's Creed: Brotherhood (2010),Assassin's Creed: Revelations (2011),Assassin's Creed III (2012),Assassin's Creed IV: Black Flag (2013),Assassin's Creed: Rogue (2014),Assassin's Creed: Unity (2014),Assassin's Creed: Syndicate (2015),Assassin's Creed: Origins (2017),Assassin's Creed: Odyssey (2018)",9,7,7,8,7,8,7,9,9,8,8,8,8,7,7,10,8,9,3,7,7,5,9,8,6,8,8,8,8,9,7,8,8,,,
2022-05-25 06:42:37,2022-05-25 06:42:51,IP Address,158.62.128.30,100,13,True,2022-05-25 06:42:51,R_2scqie7YO4tKDHn,,,,,35.4718,-97.2726,anonymous,EN,Assassin's Creed: Odyssey (2018),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,10,10,,,
2022-05-25 06:49:55,2022-05-25 06:50:44,IP Address,91.52.107.56,100,48,True,2022-05-25 06:50:44,R_2f0W50mIcyutlhG,,,,,53.5887,9.9883,anonymous,EN,"Assassin's Creed (2007),Assassin's Creed II (2009),Assassin's Creed: Brotherhood (2010),Assassin's Creed: Revelations (2011),Assassin's Creed III (2012),Assassin's Creed IV: Black Flag (2013),Assassin's Creed: Rogue (2014),Assassin's Creed: Origins (2017)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-25 06:58:25,2022-05-25 06:59:41,IP Address,90.46.206.189,100,75,True,2022-05-25 06:59:41,R_3Eu9OQY8TjXU7zQ,,,,,48.6808,-1.3595,anonymous,EN,"Assassin's Creed: Origins (2017),Assassin's Creed: Odyssey (2018),Assassin's Creed: Valhalla (2020)",,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,8,10,10,9,6,7,7
2022-05-25 07:05:50,2022-05-25 07:06:15,IP Address,174.83.207.158,100,24,True,2022-05-25 07:06:15,R_rpSLdUVEJ9ugWBz,,,,,39.4972,-119.7764,anonymous,EN,Assassin's Creed: Valhalla (2020),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,9,10
2022-05-25 07:13:57,2022-05-25 07:16:20,IP Address,81.198.15.154,100,142,True,2022-05-25 07:16:20,R_1Ow4KSy0Od9qDxH,,,,,55.8822,26.5268,anonymous,EN,"Assassin's Creed (2007),Assassin's Creed II (2009),Assassin's Creed: Brotherhood (2010),Assassin's Creed: Revelations (2011),Assassin's Creed III (2012),Assassin's Creed IV: Black Flag (2013),Assassin's Creed: Origins (2017)",6,5,5,8,7,7,6,7,7,10,5,7,,,,6,10,9,,,,,,,,,,8,8,9,,,,,,
2022-05-25 07:36:38,2022-05-25 07:37:07,IP Address,94.114.162.143,100,29,True,2022-05-25 07:37:08,R_YYReZlOalxD16Rb,,,,,51.4643,7.508,anonymous,EN,Assassin's Creed III (2012),,,,,,,,,,,,,9,7,10,,,,,,,,,,,,,,,,,,,,,
2022-05-25 07:47:18,2022-05-25 07:47:41,IP Address,187.180.132.61,100,23,True,2022-05-25 07:47:41,R_238HTXyoriBbnNm,,,,,-23.1065,-47.1771,anonymous,EN,Assassin's Creed: Odyssey (2018),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,10,,,
2022-05-25 07:49:30,2022-05-25 07:49:52,IP Address,179.26.57.206,100,21,True,2022-05-25 07:49:52,R_SIuOnv7eGePW9dn,,,,,-34.8576,-56.1702,anonymous,EN,Assassin's Creed III (2012),,,,,,,,,,,,,10,9,10,,,,,,,,,,,,,,,,,,,,,
2022-05-25 07:59:15,2022-05-25 08:01:38,IP Address,94.254.176.189,100,142,True,2022-05-25 08:01:38,R_3qlfkAnl63wfGtr,,,,,50.2527,19.0284,anonymous,EN,"Assassin's Creed (2007),Assassin's Creed II (2009),Assassin's Creed: Brotherhood (2010),Assassin's Creed: Revelations (2011),Assassin's Creed III (2012),Assassin's Creed IV: Black Flag (2013),Assassin's Creed: Rogue (2014),Assassin's Creed: Unity (2014),Assassin's Creed: Syndicate (2015),Assassin's Creed: Origins (2017),Assassin's Creed: Odyssey (2018),Assassin's Creed: Valhalla (2020)",4,6,5,9,9,10,8,9,9,7,8,7,8,6,7,10,9,10,6,7,7,5,7,7,3,6,6,7,8,7,6,9,7,5,7,6
2022-05-25 08:04:45,2022-05-25 08:04:58,IP Address,70.185.103.191,100,13,True,2022-05-25 08:04:58,R_oZSreTkRi5YQ0ZX,,,,,29.6138,-82.386,anonymous,EN,Assassin's Creed: Odyssey (2018),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,10,10,,,
2022-05-25 08:05:57,2022-05-25 08:07:11,IP Address,85.23.53.136,100,73,True,2022-05-25 08:07:11,R_3fCxVNarJ7ZIavg,,,,,60.4559,22.2771,anonymous,EN,"Assassin's Creed: Revelations (2011),Assassin's Creed IV: Black Flag (2013),Assassin's Creed: Unity (2014)",,,,,,,,,,7,7,9,,,,7,9,9,,,,8,8,8,,,,,,,,,,,,
2022-05-25 08:10:30,2022-05-25 08:11:39,IP Address,99.247.6.215,100,69,True,2022-05-25 08:11:40,R_1rcygXj2OP1Wyvs,,,,,43.5639,-79.7172,anonymous,EN,"Assassin's Creed (2007),Assassin's Creed IV: Black Flag (2013),Assassin's Creed: Origins (2017)",10,8,9,,,,,,,,,,,,,10,10,10,,,,,,,,,,7,9,8,,,,,,
2022-05-25 08:15:54,2022-05-25 08:17:03,IP Address,8.9.230.37,100,68,True,2022-05-25 08:17:03,R_3EHfGIoKIo3Yvtf,,,,,37.751,-97.822,anonymous,EN,Assassin's Creed: Odyssey (2018),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,9,,,
2022-05-25 08:14:35,2022-05-25 08:17:09,IP Address,42.105.177.227,100,153,True,2022-05-25 08:17:09,R_eRuRXytOGGmXGxj,,,,,26.7021,92.4813,anonymous,EN,"Assassin's Creed (2007),Assassin's Creed II (2009),Assassin's Creed: Brotherhood (2010),Assassin's Creed: Revelations (2011),Assassin's Creed III (2012),Assassin's Creed IV: Black Flag (2013),Assassin's Creed: Rogue (2014),Assassin's Creed: Unity (2014)",10,7,9,9,7,8,7,10,9,10,9,9,8,9,8,10,10,10,2,10,4,4,7,7,,,,,,,,,,,,
2022-05-25 08:32:05,2022-05-25 08:33:41,IP Address,152.26.69.121,100,96,True,2022-05-25 08:33:42,R_3RsXMZm7Djg4Nox,,,,,34.9251,-80.7278,anonymous,EN,"Assassin's Creed (2007),Assassin's Creed II (2009),Assassin's Creed: Brotherhood (2010),Assassin's Creed: Revelations (2011),Assassin's Creed III (2012),Assassin's Creed IV: Black Flag (2013),Assassin's Creed: Rogue (2014),Assassin's Creed: Unity (2014),Assassin's Creed: Syndicate (2015),Assassin's Creed: Origins (2017),Assassin's Creed: Odyssey (2018),Assassin's Creed: Valhalla (2020)",6,7,6,8,8,8,8,8,8,7,8,8,7,8,7,8,9,8,7,7,7,7,8,8,7,8,7,8,8,8,10,10,10,7,8,7
2022-05-25 08:44:54,2022-05-25 08:45:18,IP Address,82.37.20.49,100,23,True,2022-05-25 08:45:18,R_80q4eLdKQjJwGCR,,,,,52.519,-1.9094,anonymous,EN,Assassin's Creed: Origins (2017),,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,8,,,,,,
2022-05-25 08:43:29,2022-05-25 08:46:09,IP Address,82.132.224.89,100,159,True,2022-05-25 08:46:09,R_5uxwMB4CPDh7RNn,,,,,51.3873,-0.1596,anonymous,EN,"Assassin's Creed (2007),Assassin's Creed II (2009),Assassin's Creed: Brotherhood (2010),Assassin's Creed: Revelations (2011),Assassin's Creed III (2012),Assassin's Creed IV: Black Flag (2013),Assassin's Creed: Rogue (2014),Assassin's Creed: Unity (2014)",6,4,3,9,8,8,10,10,10,7,7,7,6,4,5,6,9,8,7,7,7,6,3,4,,,,,,,,,,,,
2022-05-25 08:48:13,2022-05-25 08:49:17,IP Address,172.58.178.198,100,63,True,2022-05-25 08:49:17,R_71UYWJuNloENq1z,,,,,32.7797,-96.8022,anonymous,EN,"Assassin's Creed (2007),Assassin's Creed II (2009),Assassin's Creed IV: Black Flag (2013),Assassin's Creed: Unity (2014),Assassin's Creed: Origins (2017),Assassin's Creed: Odyssey (2018)",8,4,6,7,7,7,,,,,,,,,,8,9,10,,,,5,8,7,,,,6,7,7,4,6,6,,,
2022-05-25 08:58:21,2022-05-25 08:58:49,IP Address,73.133.218.14,100,28,True,2022-05-25 08:58:50,R_12yA2eiCJrTrOOh,,,,,38.8924,-77.0757,anonymous,EN,Assassin's Creed IV: Black Flag (2013),,,,,,,,,,,,,,,,10,8,8,,,,,,,,,,,,,,,,,,
2022-05-25 09:03:35,2022-05-25 09:04:49,IP Address,81.165.155.55,100,73,True,2022-05-25 09:04:49,R_e41H5obQdSdyRmp,,,,,50.9475,3.1205,anonymous,EN,"Assassin's Creed III (2012),Assassin's Creed IV: Black Flag (2013),Assassin's Creed: Unity (2014),Assassin's Creed: Syndicate (2015),Assassin's Creed: Origins (2017),Assassin's Creed: Odyssey (2018),Assassin's Creed: Valhalla (2020)",,,,,,,,,,,,,7,8,9,6,7,8,,,,8,8,7,7,7,6,8,8,8,9,9,10,7,9,8
2022-05-25 09:04:57,2022-05-25 09:08:34,IP Address,23.101.162.46,100,217,True,2022-05-25 09:08:35,R_2S2o0DYFeA8ZKxY,,,,,41.8874,-87.6318,anonymous,EN,"Assassin's Creed II (2009),Assassin's Creed: Brotherhood (2010),Assassin's Creed: Revelations (2011),Assassin's Creed III (2012),Assassin's Creed IV: Black Flag (2013),Assassin's Creed: Rogue (2014),Assassin's Creed: Unity (2014),Assassin's Creed: Syndicate (2015),Assassin's Creed: Origins (2017),Assassin's Creed: Odyssey (2018),Assassin's Creed: Valhalla (2020)",,,,6,6,6,6,7,8,6,8,8,7,8,8,9,9,10,7,9,8,8,9,9,7,8,8,8,8,8,7,7,7,8,6,8
2022-05-25 09:07:31,2022-05-25 09:11:16,IP Address,49.205.150.250,100,224,True,2022-05-25 09:11:16,R_1hWN1sdknep5ejq,,,,,12.9634,77.5855,anonymous,EN,"Assassin's Creed (2007),Assassin's Creed II (2009),Assassin's Creed: Brotherhood (2010),Assassin's Creed: Revelations (2011),Assassin's Creed III (2012),Assassin's Creed IV: Black Flag (2013),Assassin's Creed: Rogue (2014),Assassin's Creed: Unity (2014),Assassin's Creed: Syndicate (2015),Assassin's Creed: Origins (2017),Assassin's Creed: Odyssey (2018),Assassin's Creed: Valhalla (2020)",10,8,10,9,9,10,9,10,10,10,7,8,9,8,8,10,9,9,7,7,6,5,8,8,7,9,9,5,9,9,5,6,3,6,2,2
2022-05-25 09:11:17,2022-05-25 09:12:56,IP Address,99.43.78.193,100,99,True,2022-05-25 09:12:57,R_2BzzD0UrpS8gihw,,,,,30.0727,-95.8088,anonymous,EN,"Assassin's Creed II (2009),Assassin's Creed: Brotherhood (2010),Assassin's Creed: Revelations (2011),Assassin's Creed III (2012),Assassin's Creed IV: Black Flag (2013),Assassin's Creed: Rogue (2014),Assassin's Creed: Unity (2014),Assassin's Creed: Syndicate (2015),Assassin's Creed: Origins (2017),Assassin's Creed: Odyssey (2018),Assassin's Creed: Valhalla (2020)",,,,10,8,10,9,8,10,9,8,9,9,9,9,10,10,10,9,9,9,9,8,9,10,10,10,10,10,10,10,9,10,8,7,7
2022-05-25 09:18:04,2022-05-25 09:19:26,IP Address,77.243.26.144,100,82,True,2022-05-25 09:19:26,R_3eb5HkjFzhzcq58,,,,,44.804,20.4651,anonymous,EN,"Assassin's Creed (2007),Assassin's Creed II (2009),Assassin's Creed: Brotherhood (2010),Assassin's Creed: Revelations (2011),Assassin's Creed III (2012),Assassin's Creed IV: Black Flag (2013),Assassin's Creed: Origins (2017),Assassin's Creed: Valhalla (2020)",6,5,6,9,8,9,8,7,8,9,9,9,9,8,8,8,10,10,,,,,,,,,,10,10,10,,,,4,6,5
2022-05-25 09:20:21,2022-05-25 09:20:36,IP Address,103.121.73.163,100,15,True,2022-05-25 09:20:37,R_wZx3BCVW9OU9jkB,,,,,19.1963,72.9675,anonymous,EN,Assassin's Creed: Unity (2014),,,,,,,,,,,,,,,,,,,,,,7,9,9,,,,,,,,,,,,
2022-05-25 09:23:51,2022-05-25 09:24:19,IP Address,82.55.109.156,100,28,True,2022-05-25 09:24:20,R_2wEJJ5WT6m1aOQC,,,,,39.3349,16.1756,anonymous,EN,Assassin's Creed: Brotherhood (2010),,,,,,,9,9,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-25 09:25:43,2022-05-25 09:27:05,IP Address,85.247.0.86,100,81,True,2022-05-25 09:27:05,R_1rBVqmYFHSpCtJa,,,,,32.6333,-16.9,anonymous,EN,"Assassin's Creed II (2009),Assassin's Creed: Origins (2017),Assassin's Creed: Odyssey (2018),Assassin's Creed: Valhalla (2020)",,,,10,8,9,,,,,,,,,,,,,,,,,,,,,,10,9,10,9,10,10,10,9,10
2022-05-25 09:26:38,2022-05-25 09:30:40,IP Address,190.102.48.164,100,242,True,2022-05-25 09:30:41,R_1my3px2ript7mxr,,,,,-26.2659,-48.9987,anonymous,EN,"Assassin's Creed (2007),Assassin's Creed II (2009),Assassin's Creed: Brotherhood (2010),Assassin's Creed: Revelations (2011),Assassin's Creed III (2012),Assassin's Creed IV: Black Flag (2013),Assassin's Creed: Rogue (2014),Assassin's Creed: Unity (2014),Assassin's Creed: Syndicate (2015)",8,7,9,8,7,9,7,6,8,7,6,8,5,4,5,8,10,10,8,7,9,8,5,7,3,5,3,,,,,,,,,
2022-05-25 09:29:56,2022-05-25 09:30:50,IP Address,76.213.143.100,100,54,True,2022-05-25 09:30:51,R_2uwvHGlskK8ecPM,,,,,34.2319,-84.1627,anonymous,EN,"Assassin's Creed IV: Black Flag (2013),Assassin's Creed: Unity (2014),Assassin's Creed: Syndicate (2015),Assassin's Creed: Origins (2017),Assassin's Creed: Odyssey (2018),Assassin's Creed: Valhalla (2020)",,,,,,,,,,,,,,,,3,9,4,,,,10,10,10,2,8,5,5,6,4,4,3,2,4,4,4
2022-05-25 09:41:27,2022-05-25 09:41:47,IP Address,86.30.104.98,100,20,True,2022-05-25 09:41:48,R_2s09Eg72ZhYfj8j,,,,,51.4492,-0.8798,anonymous,EN,Assassin's Creed: Unity (2014),,,,,,,,,,,,,,,,,,,,,,7,8,8,,,,,,,,,,,,
2022-05-25 09:44:27,2022-05-25 09:44:49,IP Address,84.203.61.16,100,22,True,2022-05-25 09:44:50,R_3L83BqJl9xji1Ol,,,,,53.3053,-6.2672,anonymous,EN,Assassin's Creed: Odyssey (2018),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,9,8,,,
2022-05-25 09:52:36,2022-05-25 09:53:36,IP Address,200.181.191.142,100,60,True,2022-05-25 09:53:36,R_1IBhNtkXAajahSC,,,,,-25.5026,-49.2908,anonymous,EN,"Assassin's Creed IV: Black Flag (2013),Assassin's Creed: Origins (2017),Assassin's Creed: Odyssey (2018)",,,,,,,,,,,,,,,,10,10,10,,,,,,,,,,10,10,10,7,7,8,,,
2022-05-25 09:53:18,2022-05-25 09:53:51,IP Address,46.2.31.189,100,32,True,2022-05-25 09:53:51,R_1cXR55Y4DzquCm6,,,,,41.0551,28.9347,anonymous,EN,Assassin's Creed IV: Black Flag (2013),,,,,,,,,,,,,,,,9,8,9,,,,,,,,,,,,,,,,,,
2022-05-25 09:56:47,2022-05-25 09:57:00,IP Address,73.102.120.21,100,12,True,2022-05-25 09:57:01,R_Zh3OwT5HdaGSknL,,,,,39.8996,-86.1692,anonymous,EN,Assassin's Creed IV: Black Flag (2013),,,,,,,,,,,,,,,,10,10,10,,,,,,,,,,,,,,,,,,
2022-05-25 09:57:38,2022-05-25 09:57:51,IP Address,37.251.221.100,100,13,True,2022-05-25 09:57:51,R_2sbdU81EyoFemaW,,,,,46.9168,27.3388,anonymous,EN,Assassin's Creed: Odyssey (2018),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,10,,,
